key,ability,ability_name,description,tooltip,maxrank,cooldown,cost,maxammo,range
201,Q,Winter's Bite,"Braum propels freezing ice from his shield, slowing and dealing magic damage.<br><br>Applies a stack of <font color='#FFF673'>Concussive Blows</font>.","Braum propels freezing ice from his shield, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> to the first enemy hit and <status>Slowing</status> them by {{ e2 }}% decaying over {{ e5 }} seconds.<br /><br />Applies a stack of <keywordMajor>Concussive Blows</keywordMajor>. ",5,10_9_8_7_6,45_50_55_60_65,-1,1000
201,W,Stand Behind Me,"Braum leaps to a target allied champion or minion. On arrival, Braum and the ally gain Armor and Magic Resist for a few seconds.","Braum leaps to an allied champion or minion. On arrival, Braum grants the target <scaleArmor>{{ grantedallyarmor }} Armor</scaleArmor> and <scaleMR>{{ grantedallymr }} Magic Resist</scaleMR> for {{ e1 }} seconds. Braum grants himself <scaleArmor>{{ grantedbraumarmor }}</scaleArmor> Armor and  <scaleMR>{{ grantedbraummr }}</scaleMR> Magic Resist for the same duration.",5,12_11_10_9_8,40_40_40_40_40,-1,650
201,E,Unbreakable,"Braum raises his shield in a direction for several seconds, intercepting all projectiles causing them to hit him and be destroyed. He negates the damage of the first attack completely and reduces the damage of all subsequent attacks from this direction.","Braum raises his shield for {{ e2 }} seconds, intercepting enemy missiles from the chosen direction, causing them to hit Braum and then be destroyed. The first missile Braum blocks deals no damage, and subsequent projectiles deal {{ e3 }}% reduced damage.<br /><br />Braum gains <speed>{{ e4 }}% Move Speed</speed> while his shield is raised.",5,16_14_12_10_8,30_35_40_45_50,-1,25000
201,R,Glacial Fissure,"Braum slams the ground, knocking up enemies nearby and in a line in front of him. A fissure is left along the line that slows enemies.","Braum slams the ground sending forth a fissure that <status>Knocks Up</status> enemies in its path and nearby Braum, and deals <magicDamage>{{ totaldamage }} magic damage</magicDamage>. The first target hit is <status>Knocked Up</status> for between {{ minknockup }} and {{ maxknockup }} seconds, increasing with distance from Braum. All others hit are <status>Knocked Up</status> for {{ minknockup }} seconds.<br /><br />The fissure also creates a zone for {{ slowzoneduration }} seconds, that <status>Slows</status> by {{ movespeedmod }}%.<br />",3,120_100_80,100_100_100,-1,1250
51,Q,Piltover Peacemaker,Caitlyn revs up her rifle for 1 second to unleash a penetrating shot that deals physical damage (deals less damage to subsequent targets).,"Caitlyn revs her rifle to fire a piercing shot dealing <physicalDamage>{{ initialdamage }} physical damage</physicalDamage>. After the bolt strikes the first target, it opens into a wider shot that deals <physicalDamage>{{ secondarydamage }} physical damage</physicalDamage>.<br /><br />Enemies revealed by <spellName>Yordle Snap Trap</spellName> always take full damage.",5,10_9_8_7_6,50_60_70_80_90,-1,1250
51,W,Yordle Snap Trap,"Caitlyn sets a trap to find sneaky yordles. When sprung, the trap reveals and immobilizes the enemy champion for 1.5 seconds, granting Caitlyn an empowered Headshot.","Caitlyn sets a trap that <status>Roots</status> the first champion that steps on it for {{ e6 }} seconds and granting <keywordStealth>True Sight</keywordStealth> of them for 3 seconds. Traps last for {{ e3 }} seconds, and {{ e5 }} traps may be active at once. This Ability has 2 charges ({{ ammorechargetime }} second refresh).",5,0.5_0.5_0.5_0.5_0.5,20_20_20_20_20,2,800
51,E,90 Caliber Net,Caitlyn fires a heavy net to slow her target. The recoil knocks Caitlyn back.,"Caitlyn fires a net, pushing her backwards. The net <status>Slows</status> the first target hit by {{ e3 }}% for {{ e2 }} seconds and deals <magicDamage>{{ netdamage }} magic damage</magicDamage>.",5,16_14.5_13_11.5_10,75_75_75_75_75,-1,750
51,R,Ace in the Hole,"Caitlyn takes time to line up the perfect shot, dealing massive damage to a single target at a huge range. Enemy champions can intercept the bullet for their ally.","Caitlyn takes a moment to channel and line up the perfect shot, then she fires, dealing <physicalDamage>{{ rtotaldamage }} physical damage</physicalDamage>, but other enemy champions can intercept it. This Ability grants <keywordStealth>True Sight</keywordStealth> of the target during the channel.",3,90_75_60,100_100_100,-1,3500
164,Q,Precision Protocol,"Camille's next attack deals bonus damage and grants bonus movement speed. This spell can be recast for a short period of time, doing significantly increased bonus damage if Camille delays a period of time between the two attacks.","Camille's next Attack deals an additional <physicalDamage>{{ bonusdamage }} physical damage</physicalDamage> and grants her <speed>{{ msbonus*100 }}% Move Speed</speed> for {{ msduration }} second. This ability can be <recast>Recast</recast> in the next {{ qtotalrecasttime }} seconds.<br /><br />If the <recast>Recast</recast> Attack hits at least {{ qrampuptime }} seconds after the first, the bonus damage is increased to <physicalDamage>{{ empoweredbonusdamage }}</physicalDamage> and {{ damageconversionpercentage }} of the Attack's damage is converted into <trueDamage>true damage</trueDamage>.<br /><br /><rules>This Ability triggers spell effects upon dealing damage.</rules>",5,9_8.25_7.5_6.75_6,25_25_25_25_25,-1,325
164,W,Tactical Sweep,"Camille blasts in a cone after a delay, dealing damage. Enemies in the outer half are slowed and take extra damage, while also healing Camille.","Camille winds up and slices, dealing <physicalDamage>{{ basedamagetotal }} physical damage</physicalDamage>.<br /><br />Enemies hit by the outer half are <status>Slowed</status> by {{ slowpercentage }}% decaying over {{ slowduration }} seconds, and they take an additional <physicalDamage>{{ outeredgetooltip }} max Health physical damage</physicalDamage>. Camille restores <healing>{{ outerconehealingratio }}% of the bonus damage dealt to champions as Health</healing>.",5,17_15.5_14_12.5_11,50_55_60_65_70,-1,610
164,E,Hookshot,"Camille pulls herself to a wall, leaping off and knocking up enemy champions upon landing.","Camille fires a hookshot that attaches to terrain, pulling her to it for 1 second and allowing this Ability to be <recast>Recast</recast>.<br /><br /><recast>Recast:</recast> Camille dashes from the wall, colliding with the first enemy champion hit. Upon landing, she deals <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> to nearby enemies and <status>Stuns</status> enemy champions for {{ knockupduration }} seconds. Dashes towards enemy champions travel twice as far and grant <attackSpeed>{{ asbuff*100 }}% Attack Speed</attackSpeed> for {{ asduration }} seconds on impact.",5,16_15_14_13_12,70_70_70_70_70,-1,800
164,R,The Hextech Ultimatum,"Camille dashes to target champion, anchoring them to the area. She also deals bonus magic damage to the target with her basic attacks.","Camille briefly becomes Untargetable and leaps onto an enemy champion, interrupting channels and locking them into an area they cannot escape by any means for {{ rduration }} seconds. Other nearby enemies are <status>Knocked Away</status>. Her Attacks against the trapped enemy deal an additional <magicDamage>{{ ronhitdamage }} plus {{ rpercentcurrenthpdamage }}% current Health magic damage</magicDamage>.",3,140_115_90,100_100_100,-1,475
69,Q,Noxious Blast,"Cassiopeia blasts an area with Poison after a brief delay, granting her increased Move Speed if she hits an enemy champion.","Cassiopeia blasts noxious gas, <keywordMajor>Poisoning</keywordMajor> enemies and dealing <magicDamage>{{ tooltiptotaldamage }} magic damage</magicDamage> over {{ e2 }} seconds. Hitting a champion grants Cassiopeia <speed>{{ e3 }}% Move Speed</speed> decaying over {{ e4 }} seconds.",5,3.5_3.5_3.5_3.5_3.5,50_60_70_80_90,-1,850
69,W,Miasma,"Cassiopeia releases several clouds of poison, slowing, grounding, and lightly damaging enemies that pass through them. Grounded enemies cannot use Movement abilities.","Cassiopeia spews venom, leaving toxic clouds for {{ e4 }} seconds. Enemies in the clouds take <magicDamage>{{ damagepersecond }} magic damage</magicDamage> per second, are <keywordMajor>Poisoned</keywordMajor>, <status>Grounded</status>, and <status>Slowed</status> by {{ e2 }}%.",5,24_22_20_18_16,70_80_90_100_110,-1,700
69,E,Twin Fang,"Cassiopeia lets loose an attack that deals increased damage to Poisoned targets and heals her for a percentage of the damage dealt. If the target dies from this attack, Cassiopeia regains Mana.","Cassiopeia launches deadly fangs, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>. If the enemy is <keywordMajor>Poisoned</keywordMajor>, they take an additional <magicDamage>{{ bouspoisoneddamage }} magic damage</magicDamage> and Cassiopeia restores <healing>{{ healcalc }} Health</healing>.<br /><br />If this kills the target, Cassiopeia restores <scaleMana>{{ cost }} Mana</scaleMana>.<br /><br />",5,0.75_0.75_0.75_0.75_0.75,50_48_46_44_42,-1,700
69,R,Petrifying Gaze,"Cassiopeia releases a swirl of magical energy from her eyes, stunning any enemies in front of her that are facing her and slowing any others with their back turned.","Cassiopeia unleashes a petrifying gaze, dealing <magicDamage>{{ rdamage }} magic damage</magicDamage> and <status>Stunning</status> enemies facing her for {{ rccduration }} seconds. Enemies facing away are <status>Slowed</status> by {{ rslowpercent }}% decaying over the same duration instead.",3,120_100_80,100_100_100,-1,825
31,Q,Rupture,"Ruptures the ground at target location, popping enemy units into the air, dealing damage and slowing them.","Cho'Gath ruptures the ground, <status>Knocking Up</status> enemies for {{ e5 }} second, dealing <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage>, and <status>Slowing</status> them by {{ e2 }}% for {{ e3 }} seconds.",5,6_6_6_6_6,60_60_60_60_60,-1,950
31,W,Feral Scream,"Cho'Gath unleashes a terrible scream at enemies in a cone, dealing magic damage and Silencing enemies for a few seconds.","Cho'Gath roars, <status>Silencing</status> enemies for {{ e2 }} seconds and dealing <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage>.",5,13_12_11_10_9,70_80_90_100_110,-1,300
31,E,Vorpal Spikes,"Cho'Gath's attacks release deadly spikes, dealing damage and slowing all enemy units in front of him.","Cho'Gath's next 3 Attacks launch spikes that deal <magicDamage>{{ basedamagetotaltooltip }} plus {{ maxhealthpercentcalc }} of the target's max Health magic damage</magicDamage> and <status>Slow</status> by {{ e2 }}%, decaying over {{ e3 }} seconds.",5,8_7_6_5_4,30_30_30_30_30,-1,40
31,R,Feast,"Devours an enemy unit, dealing a high amount of true damage. If the target is killed, Cho'Gath grows, gaining maximum Health.","Cho'Gath ravenously feeds on an enemy, dealing <trueDamage>{{ rdamage }} true damage</trueDamage> to champions or <trueDamage>{{ rmonsterdamage }}</trueDamage> to minions or jungle monsters. If this kills the target, Cho'Gath gains a stack, which causes him to grow in size and gain <healing>{{ rhealthperstack }} max Health</healing>. Only {{ rminionmaxstacks }} stacks can be gained from minions and non-epic jungle monsters. ",3,80_80_80,100_100_100,-1,175
42,Q,Phosphorus Bomb,"Corki fires a flash bomb at a target location, dealing magic damage to enemies in the area. This attack additionally reveals units in the area for a duration.","Corki lobs a bomb, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>. The area and champions hit are revealed for {{ e2 }} seconds.",5,8_8_8_8_8,60_70_80_90_100,-1,825
42,W,Valkyrie,"Corki flies a short distance, dropping bombs that create a trail of fire that damages opponents who remain in it.","Corki flies over and scorches a path, burning it for {{ trailduration }} seconds. Enemies in the fire take <magicDamage>{{ totaldamagepersecond }} magic damage</magicDamage> per second.<br /><br />If Corki has <keywordMajor>The Package</keywordMajor>, he instead consumes it to fly a much greater distance, refresh this Ability's Cooldown, <status>Knock Aside</status> enemies hit, and burn the path for {{ megatrailduration }} seconds. Enemies hit and in the path are <status>Slowed</status> by {{ spell.carpetbombmega:slowamount*100 }}% and take <magicDamage>{{ spell.carpetbombmega:totaldamagepersecond }} magic damage</magicDamage> per second for {{ spell.carpetbombmega:directburnduration }} seconds.",5,20_19_18_17_16,100_100_100_100_100,-1,600
42,E,Gatling Gun,"Corki's gatling gun rapidly fires in a cone in front of him, dealing damage and reducing enemy Armor and Magic Resist.","Corki fires a gatling gun in front of him, dealing <physicalDamage>{{ physicaldamagepersecond }} physical damage</physicalDamage> and <magicDamage>{{ magicaldamagepersecond }} magic damage</magicDamage> per second and shredding up to <scaleArmor>{{ e4 }} Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> over {{ e2 }} seconds.<br /><br />Total Damage Per Second: {{ totaldamagepersecond }}",5,16_16_16_16_16,50_50_50_50_50,-1,600
42,R,Missile Barrage,"Corki fires a missile toward his target location that explodes on impact, dealing damage to enemies in an area. Corki stores missiles over time, up to a maximum. Every 3rd missile fired will be a Big One, dealing extra damage.","Corki fires a missile that explodes on the first enemy hit, dealing <magicDamage>{{ rsmallmissiledamage }} magic damage</magicDamage> to surrounding enemies. Every third missile instead deals <magicDamage>{{ rbigmissiledamage }} magic damage</magicDamage>.<br /><br />This Ability has 7 charges.",3,2_2_2,20_20_20,7,1225
